tick,world_gdp,mean_stability,wars,collapsed,price_energy,price_food,price_chips,mean_inflation,mean_debt_gdp,defaults,mean_unemployment,global_co2,war_casualties_m
38,122.5908,53.07,2,0,1.15,1.1001,1.0387,0.01681,82.2,3,4.7,3806.1,0.1143
39,122.751,52.88,3,0,1.15,1.077,1.0669,0.01896,82.7,3,4.74,3876.9,0.1345
40,122.909,52.74,3,0,1.15,1.0469,1.0231,0.01713,83.2,3,4.73,3947.6,0.1573
41,123.0681,52.64,5,0,1.15,1.0622,1.0216,0.01557,83.7,3,4.72,4017.7,0.1741
42,123.2318,52.52,6,0,1.15,1.0274,1.0174,0.01572,84.2,3,4.73,4086.5,0.1914
43,123.3519,52.32,3,0,1.15,1.0282,1.0103,0.01514,84.7,3,4.68,4155.3,0.2282
44,123.5116,52.15,1,0,1.15,1.0348,1.0,0.01574,85.2,3,4.61,4224.1,0.2488
45,123.6417,51.87,1,0,1.15,1.0277,1.0,0.01631,85.7,3,4.59,4292.9,0.2769
46,123.1301,51.48,0,0,1.15,1.0703,1.0,0.01932,85.5,4,4.59,4361.2,0.3092
47,123.2381,51.01,3,0,1.15,1.056,1.0101,0.02127,86.0,4,4.72,4428.2,0.3586
48,123.343,50.55,4,1,1.15,1.0422,1.0184,0.02144,86.5,4,4.84,4494.8,0.3969
49,123.4189,50.06,2,1,1.15,1.0415,1.0187,0.0216,87.1,4,4.91,4560.3,0.446
50,123.5228,49.66,1,3,1.15,1.0568,1.0186,0.02231,87.6,4,4.93,4625.8,0.4852
51,123.6068,49.29,2,3,1.15,1.0588,1.0185,0.023,88.1,4,4.99,4691.3,0.5242
52,123.6859,48.93,1,3,1.15,1.0722,1.0043,0.02292,88.6,4,5.01,4756.8,0.5547
53,123.7479,48.55,0,4,1.15,1.057,1.0135,0.0227,89.1,4,5.0,4822.3,0.5962
54,123.823,48.24,0,4,1.15,1.1127,1.0,0.02491,89.6,4,5.04,4887.8,0.6379
55,123.9016,47.78,0,4,1.15,1.0764,1.0,0.02481,90.1,4,5.07,4952.9,0.6788
56,123.9448,47.55,1,2,1.15,1.0655,1.0,0.02224,90.6,4,5.06,5018.0,0.7338
57,124.0017,47.02,2,3,1.15,1.0484,1.0008,0.02164,91.1,4,5.06,5083.1,0.7856
58,124.0498,46.46,1,5,1.15,1.0448,1.0008,0.02141,91.7,4,5.04,5147.2,0.8275
59,124.1312,46.05,2,6,1.15,1.0492,1.0248,0.02386,92.2,4,5.07,5208.1,0.8652
60,124.1815,45.6,0,8,1.15,1.075,1.0377,0.02667,92.7,4,5.13,5268.4,0.9108
61,124.2381,45.03,1,9,1.15,1.072,1.0376,0.02751,93.2,4,5.2,5328.6,0.9571
62,124.2745,44.48,0,10,1.15,1.0959,1.0102,0.02636,93.8,4,5.23,5387.8,1.0065
63,124.3201,44.13,2,11,1.15,1.0889,1.0102,0.02453,94.3,4,5.25,5446.9,1.0499
64,124.3597,43.8,1,11,1.15,1.0654,1.0,0.02314,94.8,4,5.22,5509.3,1.0956
65,124.2835,43.52,0,11,1.15,1.038,1.0,0.02136,95.4,4,5.16,5569.2,1.1423
66,123.584,43.24,0,9,1.15,1.03,1.0,0.02159,94.7,5,5.1,5627.7,1.1946
67,123.5043,42.68,1,9,1.15,1.0531,1.0,0.02241,95.2,5,5.1,5686.6,1.2265
68,123.3647,42.04,2,9,1.15,1.0557,1.0,0.02346,95.8,5,5.15,5745.6,1.2897
69,123.2529,41.37,1,14,1.15,1.0844,1.0,0.02453,96.3,5,5.24,5805.5,1.3594
70,123.1476,40.81,0,15,1.15,1.0885,1.0107,0.02727,96.8,5,5.3,5865.0,1.3918
71,123.0421,40.25,0,14,1.15,1.0145,1.0,0.02468,97.4,5,5.31,5924.2,1.4352
